# device: DP-ELBOW
# CPR=2500, quadrature x4 -> 10000 counts per revolution
# sample rate: 500 Hz, samples: 50000
# battery at download: 3.78 V
# quadrature errors: 0, index errors: 0
# index verification: PASSED
t,counts,deg
24.2460,-75212,-2707.632
24.2480,-75209,-2707.524
24.2500,-75206,-2707.416
24.2520,-75203,-2707.308
24.2540,-75200,-2707.200
24.2560,-75198,-2707.128
24.2580,-75195,-2707.020
24.2600,-75192,-2706.912
24.2620,-75190,-2706.840
24.2640,-75187,-2706.732
24.2660,-75185,-2706.660
24.2680,-75183,-2706.588
24.2700,-75181,-2706.516
24.2720,-75178,-2706.408
24.2740,-75176,-2706.336
24.2760,-75174,-2706.264
24.2780,-75173,-2706.228
24.2800,-75171,-2706.156
24.2820,-75169,-2706.084
24.2840,-75167,-2706.012
24.2860,-75166,-2705.976
24.2880,-75164,-2705.904
24.2900,-75163,-2705.868
24.2920,-75162,-2705.832
24.2940,-75161,-2705.796
24.2960,-75159,-2705.724
24.2980,-75158,-2705.688
24.3000,-75158,-2705.688
24.3020,-75157,-2705.652
24.3040,-75156,-2705.616
24.3060,-75155,-2705.580
24.3080,-75155,-2705.580
24.3100,-75154,-2705.544
24.3120,-75154,-2705.544
24.3140,-75153,-2705.508
24.3160,-75153,-2705.508
24.3180,-75153,-2705.508
24.3200,-75153,-2705.508
24.3220,-75153,-2705.508
24.3240,-75153,-2705.508
24.3260,-75153,-2705.508
24.3280,-75154,-2705.544
24.3300,-75154,-2705.544
24.3320,-75155,-2705.580
24.3340,-75155,-2705.580
24.3360,-75156,-2705.616
24.3380,-75157,-2705.652
24.3400,-75157,-2705.652
24.3420,-75158,-2705.688
24.3440,-75159,-2705.724
24.3460,-75160,-2705.760
24.3480,-75161,-2705.796
24.3500,-75163,-2705.868
24.3520,-75164,-2705.904
24.3540,-75165,-2705.940
24.3560,-75167,-2706.012
24.3580,-75168,-2706.048
24.3600,-75170,-2706.120
24.3620,-75172,-2706.192
24.3640,-75173,-2706.228
24.3660,-75175,-2706.300
24.3680,-75177,-2706.372
24.3700,-75179,-2706.444
24.3720,-75181,-2706.516
24.3740,-75183,-2706.588
24.3760,-75185,-2706.660
24.3780,-75187,-2706.732
24.3800,-75190,-2706.840
24.3820,-75192,-2706.912
24.3840,-75194,-2706.984
24.3860,-75197,-2707.092
24.3880,-75199,-2707.164
24.3900,-75202,-2707.272
24.3920,-75204,-2707.344
24.3940,-75207,-2707.452
24.3960,-75210,-2707.560
24.3980,-75212,-2707.632
24.4000,-75215,-2707.740
24.4020,-75218,-2707.848
24.4040,-75221,-2707.956
24.4060,-75224,-2708.064
24.4080,-75226,-2708.136
24.4100,-75229,-2708.244
24.4120,-75232,-2708.352
24.4140,-75235,-2708.460
24.4160,-75238,-2708.568
24.4180,-75241,-2708.676
24.4200,-75244,-2708.784
24.4220,-75248,-2708.928
24.4240,-75251,-2709.036
24.4260,-75254,-2709.144
24.4280,-75257,-2709.252
24.4300,-75260,-2709.360
24.4320,-75263,-2709.468
24.4340,-75266,-2709.576
24.4360,-75270,-2709.720
24.4380,-75273,-2709.828
24.4400,-75276,-2709.936
24.4420,-75279,-2710.044
24.4440,-75282,-2710.152
24.4460,-75285,-2710.260
24.4480,-75289,-2710.404
24.4500,-75292,-2710.512
24.4520,-75295,-2710.620
24.4540,-75298,-2710.728
24.4560,-75301,-2710.836
24.4580,-75304,-2710.944
24.4600,-75307,-2711.052
24.4620,-75310,-2711.160
24.4640,-75313,-2711.268
24.4660,-75316,-2711.376
24.4680,-75319,-2711.484
24.4700,-75322,-2711.592
24.4720,-75325,-2711.700
24.4740,-75328,-2711.808
24.4760,-75331,-2711.916
24.4780,-75333,-2711.988
24.4800,-75336,-2712.096
24.4820,-75339,-2712.204
24.4840,-75341,-2712.276
24.4860,-75344,-2712.384
24.4880,-75346,-2712.456
24.4900,-75349,-2712.564
24.4920,-75351,-2712.636
24.4940,-75354,-2712.744
24.4960,-75356,-2712.816
24.4980,-75358,-2712.888
24.5000,-75360,-2712.960
24.5020,-75362,-2713.032
24.5040,-75365,-2713.140
24.5060,-75367,-2713.212
24.5080,-75368,-2713.248
24.5100,-75370,-2713.320
24.5120,-75372,-2713.392
24.5140,-75374,-2713.464
24.5160,-75375,-2713.500
24.5180,-75377,-2713.572
24.5200,-75379,-2713.644
24.5220,-75380,-2713.680
24.5240,-75381,-2713.716
24.5260,-75383,-2713.788
24.5280,-75384,-2713.824
24.5300,-75385,-2713.860
24.5320,-75386,-2713.896
24.5340,-75387,-2713.932
24.5360,-75388,-2713.968
24.5380,-75388,-2713.968
24.5400,-75389,-2714.004
24.5420,-75390,-2714.040
24.5440,-75390,-2714.040
24.5460,-75391,-2714.076
24.5480,-75391,-2714.076
24.5500,-75391,-2714.076
24.5520,-75391,-2714.076
24.5540,-75392,-2714.112
24.5560,-75392,-2714.112
24.5580,-75392,-2714.112
24.5600,-75391,-2714.076
24.5620,-75391,-2714.076
24.5640,-75391,-2714.076
24.5660,-75390,-2714.040
24.5680,-75390,-2714.040
24.5700,-75389,-2714.004
24.5720,-75388,-2713.968
24.5740,-75387,-2713.932
24.5760,-75387,-2713.932
24.5780,-75386,-2713.896
24.5800,-75384,-2713.824
24.5820,-75383,-2713.788
24.5840,-75382,-2713.752
24.5860,-75381,-2713.716
24.5880,-75379,-2713.644
24.5900,-75378,-2713.608
24.5920,-75376,-2713.536
24.5940,-75374,-2713.464
24.5960,-75372,-2713.392
24.5980,-75371,-2713.356
24.6000,-75369,-2713.284
24.6020,-75367,-2713.212
24.6040,-75364,-2713.104
24.6060,-75362,-2713.032
24.6080,-75360,-2712.960
24.6100,-75358,-2712.888
24.6120,-75355,-2712.780
24.6140,-75353,-2712.708
24.6160,-75350,-2712.600
24.6180,-75347,-2712.492
24.6200,-75344,-2712.384
24.6220,-75342,-2712.312
24.6240,-75339,-2712.204
24.6260,-75336,-2712.096
24.6280,-75333,-2711.988
24.6300,-75329,-2711.844
24.6320,-75326,-2711.736
24.6340,-75323,-2711.628
24.6360,-75320,-2711.520
24.6380,-75316,-2711.376
24.6400,-75313,-2711.268
24.6420,-75309,-2711.124
24.6440,-75306,-2711.016
24.6460,-75302,-2710.872
24.6480,-75298,-2710.728
24.6500,-75294,-2710.584
24.6520,-75291,-2710.476
24.6540,-75287,-2710.332
24.6560,-75283,-2710.188
24.6580,-75279,-2710.044
24.6600,-75275,-2709.900
24.6620,-75271,-2709.756
24.6640,-75267,-2709.612
24.6660,-75263,-2709.468
24.6680,-75259,-2709.324
24.6700,-75254,-2709.144
24.6720,-75250,-2709.000
24.6740,-75246,-2708.856
24.6760,-75242,-2708.712
24.6780,-75237,-2708.532
24.6800,-75233,-2708.388
24.6820,-75228,-2708.208
24.6840,-75224,-2708.064
24.6860,-75220,-2707.920
24.6880,-75215,-2707.740
24.6900,-75211,-2707.596
24.6920,-75206,-2707.416
24.6940,-75202,-2707.272
24.6960,-75197,-2707.092
24.6980,-75193,-2706.948
24.7000,-75188,-2706.768
24.7020,-75184,-2706.624
24.7040,-75180,-2706.480
24.7060,-75175,-2706.300
24.7080,-75171,-2706.156
24.7100,-75166,-2705.976
24.7120,-75162,-2705.832
24.7140,-75157,-2705.652
24.7160,-75153,-2705.508
24.7180,-75149,-2705.364
24.7200,-75144,-2705.184
24.7220,-75140,-2705.040
24.7240,-75135,-2704.860
24.7260,-75131,-2704.716
24.7280,-75127,-2704.572
24.7300,-75123,-2704.428
24.7320,-75118,-2704.248
24.7340,-75114,-2704.104
24.7360,-75110,-2703.960
24.7380,-75106,-2703.816
24.7400,-75102,-2703.672
24.7420,-75098,-2703.528
24.7440,-75094,-2703.384
24.7460,-75090,-2703.240
24.7480,-75086,-2703.096
24.7500,-75082,-2702.952
24.7520,-75079,-2702.844
24.7540,-75075,-2702.700
24.7560,-75071,-2702.556
24.7580,-75068,-2702.448
24.7600,-75064,-2702.304
24.7620,-75061,-2702.196
24.7640,-75057,-2702.052
24.7660,-75054,-2701.944
24.7680,-75050,-2701.800
24.7700,-75047,-2701.692
24.7720,-75044,-2701.584
24.7740,-75041,-2701.476
24.7760,-75038,-2701.368
24.7780,-75035,-2701.260
24.7800,-75032,-2701.152
24.7820,-75029,-2701.044
24.7840,-75027,-2700.972
24.7860,-75024,-2700.864
24.7880,-75021,-2700.756
24.7900,-75019,-2700.684
24.7920,-75017,-2700.612
24.7940,-75014,-2700.504
24.7960,-75012,-2700.432
24.7980,-75010,-2700.360
24.8000,-75008,-2700.288
24.8020,-75006,-2700.216
24.8040,-75004,-2700.144
24.8060,-75002,-2700.072
24.8080,-75001,-2700.036
24.8100,-74999,-2699.964
24.8120,-74997,-2699.892
24.8140,-74996,-2699.856
24.8160,-74995,-2699.820
24.8180,-74993,-2699.748
24.8200,-74992,-2699.712
24.8220,-74991,-2699.676
24.8240,-74990,-2699.640
24.8260,-74989,-2699.604
24.8280,-74989,-2699.604
24.8300,-74988,-2699.568
24.8320,-74987,-2699.532
24.8340,-74987,-2699.532
24.8360,-74986,-2699.496
24.8380,-74986,-2699.496
24.8400,-74986,-2699.496
24.8420,-74986,-2699.496
24.8440,-74986,-2699.496
24.8460,-74986,-2699.496
24.8480,-74986,-2699.496
24.8500,-74986,-2699.496
24.8520,-74987,-2699.532
24.8540,-74987,-2699.532
24.8560,-74988,-2699.568
24.8580,-74989,-2699.604
24.8600,-74989,-2699.604
24.8620,-74990,-2699.640
24.8640,-74991,-2699.676
24.8660,-74992,-2699.712
24.8680,-74993,-2699.748
24.8700,-74995,-2699.820
24.8720,-74996,-2699.856
24.8740,-74997,-2699.892
24.8760,-74999,-2699.964
24.8780,-75001,-2700.036
24.8800,-75002,-2700.072
24.8820,-75004,-2700.144
24.8840,-75006,-2700.216
24.8860,-75008,-2700.288
24.8880,-75010,-2700.360
24.8900,-75012,-2700.432
24.8920,-75014,-2700.504
24.8940,-75017,-2700.612
24.8960,-75019,-2700.684
24.8980,-75022,-2700.792
24.9000,-75024,-2700.864
24.9020,-75027,-2700.972
24.9040,-75030,-2701.080
24.9060,-75032,-2701.152
24.9080,-75035,-2701.260
24.9100,-75038,-2701.368
24.9120,-75041,-2701.476
24.9140,-75044,-2701.584
24.9160,-75048,-2701.728
24.9180,-75051,-2701.836
24.9200,-75054,-2701.944
24.9220,-75058,-2702.088
24.9240,-75061,-2702.196
24.9260,-75064,-2702.304
24.9280,-75068,-2702.448
24.9300,-75072,-2702.592
24.9320,-75075,-2702.700
24.9340,-75079,-2702.844
24.9360,-75083,-2702.988
24.9380,-75087,-2703.132
24.9400,-75091,-2703.276
24.9420,-75095,-2703.420
24.9440,-75099,-2703.564
24.9460,-75103,-2703.708
24.9480,-75107,-2703.852
24.9500,-75111,-2703.996
24.9520,-75115,-2704.140
24.9540,-75119,-2704.284
24.9560,-75124,-2704.464
24.9580,-75128,-2704.608
24.9600,-75132,-2704.752
24.9620,-75137,-2704.932
24.9640,-75141,-2705.076
24.9660,-75145,-2705.220
24.9680,-75150,-2705.400
24.9700,-75154,-2705.544
24.9720,-75159,-2705.724
24.9740,-75163,-2705.868
24.9760,-75168,-2706.048
24.9780,-75172,-2706.192
24.9800,-75177,-2706.372
24.9820,-75181,-2706.516
24.9840,-75186,-2706.696
24.9860,-75191,-2706.876
24.9880,-75195,-2707.020
24.9900,-75200,-2707.200
24.9920,-75204,-2707.344
24.9940,-75209,-2707.524
24.9960,-75213,-2707.668
24.9980,-75218,-2707.848
25.0000,-75222,-2707.992
25.0020,-75227,-2708.172
25.0040,-75231,-2708.316
25.0060,-75236,-2708.496
25.0080,-75240,-2708.640
25.0100,-75245,-2708.820
25.0120,-75249,-2708.964
25.0140,-75254,-2709.144
25.0160,-75258,-2709.288
25.0180,-75262,-2709.432
25.0200,-75266,-2709.576
25.0220,-75271,-2709.756
25.0240,-75275,-2709.900
25.0260,-75279,-2710.044
25.0280,-75283,-2710.188
25.0300,-75287,-2710.332
25.0320,-75291,-2710.476
25.0340,-75295,-2710.620
25.0360,-75299,-2710.764
25.0380,-75303,-2710.908
25.0400,-75307,-2711.052
25.0420,-75311,-2711.196
25.0440,-75315,-2711.340
25.0460,-75318,-2711.448
25.0480,-75322,-2711.592
25.0500,-75325,-2711.700
25.0520,-75329,-2711.844
25.0540,-75332,-2711.952
25.0560,-75336,-2712.096
25.0580,-75339,-2712.204
25.0600,-75342,-2712.312
25.0620,-75345,-2712.420
25.0640,-75348,-2712.528
25.0660,-75351,-2712.636
25.0680,-75354,-2712.744
25.0700,-75357,-2712.852
25.0720,-75360,-2712.960
25.0740,-75363,-2713.068
25.0760,-75365,-2713.140
25.0780,-75368,-2713.248
25.0800,-75370,-2713.320
25.0820,-75373,-2713.428
25.0840,-75375,-2713.500
25.0860,-75377,-2713.572
25.0880,-75379,-2713.644
25.0900,-75381,-2713.716
25.0920,-75383,-2713.788
25.0940,-75385,-2713.860
25.0960,-75387,-2713.932
25.0980,-75389,-2714.004
25.1000,-75390,-2714.040
25.1020,-75392,-2714.112
25.1040,-75393,-2714.148
25.1060,-75395,-2714.220
25.1080,-75396,-2714.256
25.1100,-75397,-2714.292
25.1120,-75398,-2714.328
25.1140,-75399,-2714.364
25.1160,-75400,-2714.400
25.1180,-75401,-2714.436
25.1200,-75402,-2714.472
25.1220,-75402,-2714.472
25.1240,-75403,-2714.508
25.1260,-75403,-2714.508
25.1280,-75404,-2714.544
25.1300,-75404,-2714.544
25.1320,-75404,-2714.544
25.1340,-75404,-2714.544
25.1360,-75404,-2714.544
25.1380,-75404,-2714.544
25.1400,-75404,-2714.544
25.1420,-75404,-2714.544
25.1440,-75403,-2714.508
25.1460,-75403,-2714.508
25.1480,-75402,-2714.472
25.1500,-75402,-2714.472
25.1520,-75401,-2714.436
25.1540,-75400,-2714.400
25.1560,-75400,-2714.400
25.1580,-75399,-2714.364
25.1600,-75398,-2714.328
25.1620,-75397,-2714.292
25.1640,-75395,-2714.220
25.1660,-75394,-2714.184
25.1680,-75393,-2714.148
25.1700,-75392,-2714.112
25.1720,-75390,-2714.040
25.1740,-75389,-2714.004
25.1760,-75387,-2713.932
25.1780,-75385,-2713.860
25.1800,-75384,-2713.824
25.1820,-75382,-2713.752
25.1840,-75380,-2713.680
25.1860,-75378,-2713.608
25.1880,-75376,-2713.536
25.1900,-75374,-2713.464
25.1920,-75372,-2713.392
25.1940,-75370,-2713.320
25.1960,-75367,-2713.212
25.1980,-75365,-2713.140
25.2000,-75363,-2713.068
25.2020,-75360,-2712.960
25.2040,-75358,-2712.888
25.2060,-75355,-2712.780
25.2080,-75353,-2712.708
25.2100,-75350,-2712.600
25.2120,-75348,-2712.528
25.2140,-75345,-2712.420
25.2160,-75342,-2712.312
25.2180,-75340,-2712.240
25.2200,-75337,-2712.132
25.2220,-75334,-2712.024
25.2240,-75331,-2711.916
25.2260,-75328,-2711.808
25.2280,-75326,-2711.736
25.2300,-75323,-2711.628
25.2320,-75320,-2711.520
25.2340,-75317,-2711.412
25.2360,-75314,-2711.304
25.2380,-75311,-2711.196
25.2400,-75308,-2711.088
25.2420,-75305,-2710.980
25.2440,-75302,-2710.872
25.2460,-75299,-2710.764
25.2480,-75296,-2710.656
25.2500,-75293,-2710.548
25.2520,-75290,-2710.440
25.2540,-75287,-2710.332
25.2560,-75284,-2710.224
25.2580,-75281,-2710.116
25.2600,-75278,-2710.008
25.2620,-75275,-2709.900
25.2640,-75272,-2709.792
25.2660,-75269,-2709.684
25.2680,-75266,-2709.576
25.2700,-75263,-2709.468
25.2720,-75260,-2709.360
25.2740,-75257,-2709.252
25.2760,-75254,-2709.144
25.2780,-75251,-2709.036
25.2800,-75248,-2708.928
25.2820,-75245,-2708.820
25.2840,-75242,-2708.712
25.2860,-75240,-2708.640
25.2880,-75237,-2708.532
25.2900,-75234,-2708.424
25.2920,-75232,-2708.352
25.2940,-75229,-2708.244
25.2960,-75227,-2708.172
25.2980,-75224,-2708.064
25.3000,-75222,-2707.992
25.3020,-75219,-2707.884
25.3040,-75217,-2707.812
25.3060,-75214,-2707.704
25.3080,-75212,-2707.632
25.3100,-75210,-2707.560
25.3120,-75208,-2707.488
25.3140,-75206,-2707.416
25.3160,-75204,-2707.344
25.3180,-75202,-2707.272
25.3200,-75200,-2707.200
25.3220,-75198,-2707.128
25.3240,-75196,-2707.056
25.3260,-75194,-2706.984
25.3280,-75192,-2706.912
25.3300,-75191,-2706.876
25.3320,-75189,-2706.804
25.3340,-75188,-2706.768
25.3360,-75186,-2706.696
25.3380,-75185,-2706.660
25.3400,-75184,-2706.624
25.3420,-75183,-2706.588
25.3440,-75181,-2706.516
25.3460,-75180,-2706.480
25.3480,-75180,-2706.480
25.3500,-75179,-2706.444
25.3520,-75178,-2706.408
25.3540,-75177,-2706.372
25.3560,-75176,-2706.336
25.3580,-75176,-2706.336
25.3600,-75175,-2706.300
25.3620,-75175,-2706.300
25.3640,-75175,-2706.300
25.3660,-75174,-2706.264
25.3680,-75174,-2706.264
25.3700,-75174,-2706.264
25.3720,-75174,-2706.264
25.3740,-75174,-2706.264
25.3760,-75174,-2706.264
25.3780,-75174,-2706.264
25.3800,-75175,-2706.300
25.3820,-75175,-2706.300
25.3840,-75176,-2706.336
25.3860,-75176,-2706.336
25.3880,-75177,-2706.372
25.3900,-75178,-2706.408
25.3920,-75178,-2706.408
25.3940,-75179,-2706.444
25.3960,-75180,-2706.480
25.3980,-75181,-2706.516
25.4000,-75182,-2706.552
25.4020,-75184,-2706.624
25.4040,-75185,-2706.660
25.4060,-75186,-2706.696
25.4080,-75188,-2706.768
25.4100,-75189,-2706.804
25.4120,-75191,-2706.876
25.4140,-75192,-2706.912
25.4160,-75194,-2706.984
25.4180,-75196,-2707.056
25.4200,-75198,-2707.128
25.4220,-75200,-2707.200
25.4240,-75202,-2707.272
25.4260,-75204,-2707.344
25.4280,-75206,-2707.416
25.4300,-75208,-2707.488
25.4320,-75211,-2707.596
25.4340,-75213,-2707.668
25.4360,-75215,-2707.740
25.4380,-75218,-2707.848
25.4400,-75220,-2707.920
25.4420,-75223,-2708.028
25.4440,-75226,-2708.136
25.4460,-75228,-2708.208
25.4480,-75231,-2708.316
25.4500,-75234,-2708.424
25.4520,-75237,-2708.532
25.4540,-75240,-2708.640
25.4560,-75243,-2708.748
25.4580,-75246,-2708.856
25.4600,-75249,-2708.964
25.4620,-75252,-2709.072
25.4640,-75255,-2709.180
25.4660,-75259,-2709.324
25.4680,-75262,-2709.432
25.4700,-75265,-2709.540
25.4720,-75268,-2709.648
25.4740,-75272,-2709.792
25.4760,-75275,-2709.900
25.4780,-75279,-2710.044
25.4800,-75282,-2710.152
25.4820,-75286,-2710.296
25.4840,-75289,-2710.404
25.4860,-75293,-2710.548
25.4880,-75296,-2710.656
25.4900,-75300,-2710.800
25.4920,-75303,-2710.908
25.4940,-75307,-2711.052
25.4960,-75311,-2711.196
25.4980,-75314,-2711.304
25.5000,-75318,-2711.448
25.5020,-75322,-2711.592
25.5040,-75325,-2711.700
25.5060,-75329,-2711.844
25.5080,-75333,-2711.988
25.5100,-75336,-2712.096
25.5120,-75340,-2712.240
25.5140,-75343,-2712.348
25.5160,-75347,-2712.492
25.5180,-75351,-2712.636
25.5200,-75354,-2712.744
25.5220,-75358,-2712.888
25.5240,-75362,-2713.032
25.5260,-75365,-2713.140
25.5280,-75369,-2713.284
25.5300,-75372,-2713.392
25.5320,-75376,-2713.536
25.5340,-75379,-2713.644
25.5360,-75383,-2713.788
25.5380,-75386,-2713.896
25.5400,-75390,-2714.040
25.5420,-75393,-2714.148
25.5440,-75396,-2714.256
25.5460,-75399,-2714.364
25.5480,-75403,-2714.508
25.5500,-75406,-2714.616
25.5520,-75409,-2714.724
25.5540,-75412,-2714.832
25.5560,-75415,-2714.940
25.5580,-75418,-2715.048
25.5600,-75421,-2715.156
25.5620,-75424,-2715.264
25.5640,-75427,-2715.372
25.5660,-75430,-2715.480
25.5680,-75433,-2715.588
25.5700,-75435,-2715.660
25.5720,-75438,-2715.768
25.5740,-75441,-2715.876
25.5760,-75443,-2715.948
25.5780,-75445,-2716.020
25.5800,-75448,-2716.128
25.5820,-75450,-2716.200
25.5840,-75452,-2716.272
25.5860,-75455,-2716.380
25.5880,-75457,-2716.452
25.5900,-75459,-2716.524
25.5920,-75461,-2716.596
25.5940,-75463,-2716.668
25.5960,-75464,-2716.704
25.5980,-75466,-2716.776
25.6000,-75468,-2716.848
25.6020,-75469,-2716.884
25.6040,-75471,-2716.956
25.6060,-75472,-2716.992
25.6080,-75474,-2717.064
25.6100,-75475,-2717.100
25.6120,-75476,-2717.136
25.6140,-75477,-2717.172
25.6160,-75478,-2717.208
25.6180,-75479,-2717.244
25.6200,-75480,-2717.280
25.6220,-75480,-2717.280
25.6240,-75481,-2717.316
25.6260,-75481,-2717.316
25.6280,-75482,-2717.352
25.6300,-75482,-2717.352
25.6320,-75483,-2717.388
25.6340,-75483,-2717.388
25.6360,-75483,-2717.388
25.6380,-75483,-2717.388
25.6400,-75483,-2717.388
25.6420,-75483,-2717.388
25.6440,-75482,-2717.352
25.6460,-75482,-2717.352
25.6480,-75481,-2717.316
25.6500,-75481,-2717.316
25.6520,-75480,-2717.280
25.6540,-75479,-2717.244
25.6560,-75479,-2717.244
25.6580,-75478,-2717.208
25.6600,-75477,-2717.172
25.6620,-75476,-2717.136
25.6640,-75474,-2717.064
25.6660,-75473,-2717.028
25.6680,-75472,-2716.992
25.6700,-75470,-2716.920
25.6720,-75469,-2716.884
25.6740,-75467,-2716.812
25.6760,-75465,-2716.740
25.6780,-75463,-2716.668
25.6800,-75461,-2716.596
25.6820,-75459,-2716.524
25.6840,-75457,-2716.452
25.6860,-75455,-2716.380
25.6880,-75453,-2716.308
25.6900,-75450,-2716.200
25.6920,-75448,-2716.128
25.6940,-75445,-2716.020
25.6960,-75443,-2715.948
25.6980,-75440,-2715.840
25.7000,-75437,-2715.732
25.7020,-75434,-2715.624
25.7040,-75431,-2715.516
25.7060,-75428,-2715.408
25.7080,-75425,-2715.300
25.7100,-75422,-2715.192
25.7120,-75419,-2715.084
25.7140,-75416,-2714.976
25.7160,-75412,-2714.832
25.7180,-75409,-2714.724
25.7200,-75405,-2714.580
25.7220,-75402,-2714.472
25.7240,-75398,-2714.328
25.7260,-75394,-2714.184
25.7280,-75390,-2714.040
25.7300,-75387,-2713.932
25.7320,-75383,-2713.788
25.7340,-75379,-2713.644
25.7360,-75375,-2713.500
25.7380,-75371,-2713.356
25.7400,-75367,-2713.212
25.7420,-75362,-2713.032
25.7440,-75358,-2712.888
25.7460,-75354,-2712.744
25.7480,-75350,-2712.600
25.7500,-75345,-2712.420
25.7520,-75341,-2712.276
25.7540,-75336,-2712.096
25.7560,-75332,-2711.952
25.7580,-75327,-2711.772
25.7600,-75323,-2711.628
25.7620,-75318,-2711.448
25.7640,-75314,-2711.304
25.7660,-75309,-2711.124
25.7680,-75305,-2710.980
25.7700,-75300,-2710.800
25.7720,-75295,-2710.620
25.7740,-75290,-2710.440
25.7760,-75286,-2710.296
25.7780,-75281,-2710.116
25.7800,-75276,-2709.936
25.7820,-75272,-2709.792
25.7840,-75267,-2709.612
25.7860,-75262,-2709.432
25.7880,-75257,-2709.252
25.7900,-75253,-2709.108
25.7920,-75248,-2708.928
25.7940,-75243,-2708.748
25.7960,-75238,-2708.568
25.7980,-75234,-2708.424
25.8000,-75229,-2708.244
25.8020,-75224,-2708.064
25.8040,-75220,-2707.920
25.8060,-75215,-2707.740
25.8080,-75210,-2707.560
25.8100,-75206,-2707.416
25.8120,-75201,-2707.236
25.8140,-75197,-2707.092
25.8160,-75192,-2706.912
25.8180,-75188,-2706.768
25.8200,-75183,-2706.588
25.8220,-75179,-2706.444
25.8240,-75175,-2706.300
25.8260,-75170,-2706.120
25.8280,-75166,-2705.976
25.8300,-75162,-2705.832
25.8320,-75157,-2705.652
25.8340,-75153,-2705.508
25.8360,-75149,-2705.364
25.8380,-75145,-2705.220
25.8400,-75141,-2705.076
25.8420,-75137,-2704.932
25.8440,-75133,-2704.788
25.8460,-75130,-2704.680
25.8480,-75126,-2704.536
25.8500,-75122,-2704.392
25.8520,-75119,-2704.284
25.8540,-75115,-2704.140
25.8560,-75111,-2703.996
25.8580,-75108,-2703.888
25.8600,-75105,-2703.780
25.8620,-75101,-2703.636
25.8640,-75098,-2703.528
25.8660,-75095,-2703.420
25.8680,-75092,-2703.312
25.8700,-75089,-2703.204
25.8720,-75086,-2703.096
25.8740,-75083,-2702.988
25.8760,-75081,-2702.916
25.8780,-75078,-2702.808
25.8800,-75075,-2702.700
25.8820,-75073,-2702.628
25.8840,-75071,-2702.556
25.8860,-75068,-2702.448
25.8880,-75066,-2702.376
25.8900,-75064,-2702.304
25.8920,-75062,-2702.232
25.8940,-75060,-2702.160
25.8960,-75058,-2702.088
25.8980,-75056,-2702.016
25.9000,-75054,-2701.944
25.9020,-75053,-2701.908
25.9040,-75051,-2701.836
25.9060,-75050,-2701.800
25.9080,-75049,-2701.764
25.9100,-75047,-2701.692
25.9120,-75046,-2701.656
25.9140,-75045,-2701.620
25.9160,-75044,-2701.584
25.9180,-75043,-2701.548
25.9200,-75042,-2701.512
25.9220,-75042,-2701.512
25.9240,-75041,-2701.476
25.9260,-75041,-2701.476
25.9280,-75040,-2701.440
25.9300,-75040,-2701.440
25.9320,-75040,-2701.440
25.9340,-75039,-2701.404
25.9360,-75039,-2701.404
25.9380,-75039,-2701.404
25.9400,-75040,-2701.440
25.9420,-75040,-2701.440
25.9440,-75040,-2701.440
25.9460,-75040,-2701.440
25.9480,-75041,-2701.476
25.9500,-75042,-2701.512
25.9520,-75042,-2701.512
25.9540,-75043,-2701.548
25.9560,-75044,-2701.584
25.9580,-75045,-2701.620
25.9600,-75046,-2701.656
25.9620,-75047,-2701.692
25.9640,-75048,-2701.728
25.9660,-75049,-2701.764
25.9680,-75051,-2701.836
25.9700,-75052,-2701.872
25.9720,-75053,-2701.908
25.9740,-75055,-2701.980
25.9760,-75057,-2702.052
25.9780,-75058,-2702.088
25.9800,-75060,-2702.160
25.9820,-75062,-2702.232
25.9840,-75064,-2702.304
25.9860,-75066,-2702.376
25.9880,-75068,-2702.448
25.9900,-75070,-2702.520
25.9920,-75072,-2702.592
25.9940,-75074,-2702.664
25.9960,-75077,-2702.772
25.9980,-75079,-2702.844
26.0000,-75081,-2702.916
26.0020,-75084,-2703.024
26.0040,-75087,-2703.132
26.0060,-75089,-2703.204
26.0080,-75092,-2703.312
26.0100,-75094,-2703.384
26.0120,-75097,-2703.492
26.0140,-75100,-2703.600
26.0160,-75103,-2703.708
26.0180,-75106,-2703.816
26.0200,-75109,-2703.924
26.0220,-75112,-2704.032
26.0240,-75115,-2704.140
26.0260,-75118,-2704.248
26.0280,-75121,-2704.356
26.0300,-75124,-2704.464
26.0320,-75127,-2704.572
26.0340,-75130,-2704.680
26.0360,-75133,-2704.788
26.0380,-75137,-2704.932
26.0400,-75140,-2705.040
26.0420,-75143,-2705.148
26.0440,-75146,-2705.256
26.0460,-75150,-2705.400
26.0480,-75153,-2705.508
26.0500,-75156,-2705.616
26.0520,-75160,-2705.760
26.0540,-75163,-2705.868
26.0560,-75166,-2705.976
26.0580,-75170,-2706.120
26.0600,-75173,-2706.228
26.0620,-75176,-2706.336
26.0640,-75180,-2706.480
26.0660,-75183,-2706.588
26.0680,-75186,-2706.696
26.0700,-75190,-2706.840
26.0720,-75193,-2706.948
26.0740,-75196,-2707.056
26.0760,-75200,-2707.200
26.0780,-75203,-2707.308
26.0800,-75206,-2707.416
26.0820,-75210,-2707.560
26.0840,-75213,-2707.668
26.0860,-75216,-2707.776
26.0880,-75219,-2707.884
26.0900,-75222,-2707.992
26.0920,-75226,-2708.136
26.0940,-75229,-2708.244
26.0960,-75232,-2708.352
