# device: DP-ELBOW
# CPR=2500, quadrature x4 -> 10000 counts per revolution
# sample rate: 500 Hz, samples: 50000
# battery at download: 3.78 V
# quadrature errors: 0, index errors: 0
# index verification: PASSED
t,counts,deg
1.8520,-75700,-2725.200
1.8540,-75694,-2724.984
1.8560,-75687,-2724.732
1.8580,-75681,-2724.516
1.8600,-75674,-2724.264
1.8620,-75667,-2724.012
1.8640,-75660,-2723.760
1.8660,-75653,-2723.508
1.8680,-75645,-2723.220
1.8700,-75638,-2722.968
1.8720,-75630,-2722.680
1.8740,-75622,-2722.392
1.8760,-75614,-2722.104
1.8780,-75606,-2721.816
1.8800,-75597,-2721.492
1.8820,-75589,-2721.204
1.8840,-75580,-2720.880
1.8860,-75571,-2720.556
1.8880,-75562,-2720.232
1.8900,-75553,-2719.908
1.8920,-75544,-2719.584
1.8940,-75535,-2719.260
1.8960,-75526,-2718.936
1.8980,-75516,-2718.576
1.9000,-75506,-2718.216
1.9020,-75497,-2717.892
1.9040,-75487,-2717.532
1.9060,-75477,-2717.172
1.9080,-75467,-2716.812
1.9100,-75457,-2716.452
1.9120,-75447,-2716.092
1.9140,-75436,-2715.696
1.9160,-75426,-2715.336
1.9180,-75416,-2714.976
1.9200,-75406,-2714.616
1.9220,-75395,-2714.220
1.9240,-75385,-2713.860
1.9260,-75374,-2713.464
1.9280,-75364,-2713.104
1.9300,-75353,-2712.708
1.9320,-75343,-2712.348
1.9340,-75332,-2711.952
1.9360,-75322,-2711.592
1.9380,-75311,-2711.196
1.9400,-75300,-2710.800
1.9420,-75290,-2710.440
1.9440,-75279,-2710.044
1.9460,-75269,-2709.684
1.9480,-75258,-2709.288
1.9500,-75248,-2708.928
1.9520,-75238,-2708.568
1.9540,-75227,-2708.172
1.9560,-75217,-2707.812
1.9580,-75207,-2707.452
1.9600,-75197,-2707.092
1.9620,-75187,-2706.732
1.9640,-75177,-2706.372
1.9660,-75167,-2706.012
1.9680,-75158,-2705.688
1.9700,-75148,-2705.328
1.9720,-75138,-2704.968
1.9740,-75129,-2704.644
1.9760,-75120,-2704.320
1.9780,-75111,-2703.996
1.9800,-75102,-2703.672
1.9820,-75093,-2703.348
1.9840,-75084,-2703.024
1.9860,-75075,-2702.700
1.9880,-75067,-2702.412
1.9900,-75058,-2702.088
1.9920,-75050,-2701.800
1.9940,-75042,-2701.512
1.9960,-75034,-2701.224
1.9980,-75027,-2700.972
2.0000,-75019,-2700.684
2.0020,-75012,-2700.432
2.0040,-75005,-2700.180
2.0060,-74998,-2699.928
2.0080,-74991,-2699.676
2.0100,-74984,-2699.424
2.0120,-74978,-2699.208
2.0140,-74971,-2698.956
2.0160,-74965,-2698.740
2.0180,-74959,-2698.524
2.0200,-74954,-2698.344
2.0220,-74948,-2698.128
2.0240,-74943,-2697.948
2.0260,-74938,-2697.768
2.0280,-74933,-2697.588
2.0300,-74928,-2697.408
2.0320,-74924,-2697.264
2.0340,-74919,-2697.084
2.0360,-74915,-2696.940
2.0380,-74912,-2696.832
2.0400,-74908,-2696.688
2.0420,-74905,-2696.580
2.0440,-74901,-2696.436
2.0460,-74899,-2696.364
2.0480,-74896,-2696.256
2.0500,-74893,-2696.148
2.0520,-74891,-2696.076
2.0540,-74889,-2696.004
2.0560,-74887,-2695.932
2.0580,-74885,-2695.860
2.0600,-74884,-2695.824
2.0620,-74883,-2695.788
2.0640,-74882,-2695.752
2.0660,-74881,-2695.716
2.0680,-74881,-2695.716
2.0700,-74880,-2695.680
2.0720,-74880,-2695.680
2.0740,-74880,-2695.680
2.0760,-74881,-2695.716
2.0780,-74881,-2695.716
2.0800,-74882,-2695.752
2.0820,-74883,-2695.788
2.0840,-74884,-2695.824
2.0860,-74886,-2695.896
2.0880,-74888,-2695.968
2.0900,-74890,-2696.040
2.0920,-74892,-2696.112
2.0940,-74894,-2696.184
2.0960,-74897,-2696.292
2.0980,-74899,-2696.364
2.1000,-74902,-2696.472
2.1020,-74906,-2696.616
2.1040,-74909,-2696.724
2.1060,-74913,-2696.868
2.1080,-74917,-2697.012
2.1100,-74921,-2697.156
2.1120,-74925,-2697.300
2.1140,-74929,-2697.444
2.1160,-74934,-2697.624
2.1180,-74939,-2697.804
2.1200,-74944,-2697.984
2.1220,-74949,-2698.164
2.1240,-74954,-2698.344
2.1260,-74960,-2698.560
2.1280,-74966,-2698.776
2.1300,-74972,-2698.992
2.1320,-74978,-2699.208
2.1340,-74984,-2699.424
2.1360,-74991,-2699.676
2.1380,-74997,-2699.892
2.1400,-75004,-2700.144
2.1420,-75011,-2700.396
2.1440,-75018,-2700.648
2.1460,-75025,-2700.900
2.1480,-75033,-2701.188
2.1500,-75040,-2701.440
2.1520,-75048,-2701.728
2.1540,-75056,-2702.016
2.1560,-75064,-2702.304
2.1580,-75072,-2702.592
2.1600,-75080,-2702.880
2.1620,-75089,-2703.204
2.1640,-75097,-2703.492
2.1660,-75106,-2703.816
2.1680,-75114,-2704.104
2.1700,-75123,-2704.428
2.1720,-75132,-2704.752
2.1740,-75141,-2705.076
2.1760,-75150,-2705.400
2.1780,-75159,-2705.724
2.1800,-75168,-2706.048
2.1820,-75177,-2706.372
2.1840,-75186,-2706.696
2.1860,-75196,-2707.056
2.1880,-75205,-2707.380
2.1900,-75215,-2707.740
2.1920,-75224,-2708.064
2.1940,-75233,-2708.388
2.1960,-75243,-2708.748
2.1980,-75252,-2709.072
2.2000,-75262,-2709.432
2.2020,-75271,-2709.756
2.2040,-75281,-2710.116
2.2060,-75290,-2710.440
2.2080,-75300,-2710.800
2.2100,-75309,-2711.124
2.2120,-75319,-2711.484
2.2140,-75328,-2711.808
2.2160,-75338,-2712.168
2.2180,-75347,-2712.492
2.2200,-75356,-2712.816
2.2220,-75365,-2713.140
2.2240,-75374,-2713.464
2.2260,-75383,-2713.788
2.2280,-75392,-2714.112
2.2300,-75401,-2714.436
2.2320,-75410,-2714.760
2.2340,-75419,-2715.084
2.2360,-75427,-2715.372
2.2380,-75436,-2715.696
2.2400,-75444,-2715.984
2.2420,-75453,-2716.308
2.2440,-75461,-2716.596
2.2460,-75469,-2716.884
2.2480,-75477,-2717.172
2.2500,-75484,-2717.424
2.2520,-75492,-2717.712
2.2540,-75500,-2718.000
2.2560,-75507,-2718.252
2.2580,-75514,-2718.504
2.2600,-75521,-2718.756
2.2620,-75528,-2719.008
2.2640,-75535,-2719.260
2.2660,-75541,-2719.476
2.2680,-75548,-2719.728
2.2700,-75554,-2719.944
2.2720,-75560,-2720.160
2.2740,-75566,-2720.376
2.2760,-75572,-2720.592
2.2780,-75577,-2720.772
2.2800,-75582,-2720.952
2.2820,-75588,-2721.168
2.2840,-75593,-2721.348
2.2860,-75597,-2721.492
2.2880,-75602,-2721.672
2.2900,-75606,-2721.816
2.2920,-75610,-2721.960
2.2940,-75614,-2722.104
2.2960,-75618,-2722.248
2.2980,-75622,-2722.392
2.3000,-75625,-2722.500
2.3020,-75628,-2722.608
2.3040,-75631,-2722.716
2.3060,-75634,-2722.824
2.3080,-75636,-2722.896
2.3100,-75638,-2722.968
2.3120,-75640,-2723.040
2.3140,-75642,-2723.112
2.3160,-75644,-2723.184
2.3180,-75645,-2723.220
2.3200,-75646,-2723.256
2.3220,-75647,-2723.292
2.3240,-75648,-2723.328
2.3260,-75649,-2723.364
2.3280,-75649,-2723.364
2.3300,-75649,-2723.364
2.3320,-75649,-2723.364
2.3340,-75649,-2723.364
2.3360,-75648,-2723.328
2.3380,-75647,-2723.292
2.3400,-75646,-2723.256
2.3420,-75645,-2723.220
2.3440,-75643,-2723.148
2.3460,-75642,-2723.112
2.3480,-75640,-2723.040
2.3500,-75637,-2722.932
2.3520,-75635,-2722.860
2.3540,-75632,-2722.752
2.3560,-75630,-2722.680
2.3580,-75627,-2722.572
2.3600,-75623,-2722.428
2.3620,-75620,-2722.320
2.3640,-75616,-2722.176
2.3660,-75612,-2722.032
2.3680,-75608,-2721.888
2.3700,-75604,-2721.744
2.3720,-75599,-2721.564
2.3740,-75594,-2721.384
2.3760,-75589,-2721.204
2.3780,-75584,-2721.024
2.3800,-75579,-2720.844
2.3820,-75573,-2720.628
2.3840,-75567,-2720.412
2.3860,-75561,-2720.196
2.3880,-75555,-2719.980
2.3900,-75549,-2719.764
2.3920,-75542,-2719.512
2.3940,-75536,-2719.296
2.3960,-75529,-2719.044
2.3980,-75522,-2718.792
2.4000,-75514,-2718.504
2.4020,-75507,-2718.252
2.4040,-75499,-2717.964
2.4060,-75491,-2717.676
2.4080,-75483,-2717.388
2.4100,-75475,-2717.100
2.4120,-75467,-2716.812
2.4140,-75458,-2716.488
2.4160,-75450,-2716.200
2.4180,-75441,-2715.876
2.4200,-75432,-2715.552
2.4220,-75423,-2715.228
2.4240,-75414,-2714.904
2.4260,-75405,-2714.580
2.4280,-75395,-2714.220
2.4300,-75386,-2713.896
2.4320,-75376,-2713.536
2.4340,-75366,-2713.176
2.4360,-75356,-2712.816
2.4380,-75346,-2712.456
2.4400,-75336,-2712.096
2.4420,-75326,-2711.736
2.4440,-75316,-2711.376
2.4460,-75306,-2711.016
2.4480,-75295,-2710.620
2.4500,-75285,-2710.260
2.4520,-75274,-2709.864
2.4540,-75264,-2709.504
2.4560,-75253,-2709.108
2.4580,-75243,-2708.748
2.4600,-75232,-2708.352
2.4620,-75221,-2707.956
2.4640,-75210,-2707.560
2.4660,-75200,-2707.200
2.4680,-75189,-2706.804
2.4700,-75178,-2706.408
2.4720,-75168,-2706.048
2.4740,-75157,-2705.652
2.4760,-75146,-2705.256
2.4780,-75135,-2704.860
2.4800,-75125,-2704.500
2.4820,-75114,-2704.104
2.4840,-75104,-2703.744
2.4860,-75093,-2703.348
2.4880,-75083,-2702.988
2.4900,-75072,-2702.592
2.4920,-75062,-2702.232
2.4940,-75052,-2701.872
2.4960,-75041,-2701.476
2.4980,-75031,-2701.116
2.5000,-75021,-2700.756
2.5020,-75011,-2700.396
2.5040,-75001,-2700.036
2.5060,-74992,-2699.712
2.5080,-74982,-2699.352
2.5100,-74972,-2698.992
2.5120,-74963,-2698.668
2.5140,-74954,-2698.344
2.5160,-74944,-2697.984
2.5180,-74935,-2697.660
2.5200,-74926,-2697.336
2.5220,-74918,-2697.048
2.5240,-74909,-2696.724
2.5260,-74901,-2696.436
2.5280,-74892,-2696.112
2.5300,-74884,-2695.824
2.5320,-74876,-2695.536
2.5340,-74868,-2695.248
2.5360,-74860,-2694.960
2.5380,-74853,-2694.708
2.5400,-74845,-2694.420
2.5420,-74838,-2694.168
2.5440,-74831,-2693.916
2.5460,-74824,-2693.664
2.5480,-74818,-2693.448
2.5500,-74811,-2693.196
2.5520,-74805,-2692.980
2.5540,-74799,-2692.764
2.5560,-74793,-2692.548
2.5580,-74787,-2692.332
2.5600,-74781,-2692.116
2.5620,-74776,-2691.936
2.5640,-74771,-2691.756
2.5660,-74766,-2691.576
2.5680,-74761,-2691.396
2.5700,-74757,-2691.252
2.5720,-74752,-2691.072
2.5740,-74748,-2690.928
2.5760,-74744,-2690.784
2.5780,-74740,-2690.640
2.5800,-74737,-2690.532
2.5820,-74733,-2690.388
2.5840,-74730,-2690.280
2.5860,-74727,-2690.172
2.5880,-74725,-2690.100
2.5900,-74722,-2689.992
2.5920,-74720,-2689.920
2.5940,-74718,-2689.848
2.5960,-74716,-2689.776
2.5980,-74714,-2689.704
2.6000,-74713,-2689.668
2.6020,-74712,-2689.632
2.6040,-74711,-2689.596
2.6060,-74710,-2689.560
2.6080,-74709,-2689.524
2.6100,-74709,-2689.524
2.6120,-74709,-2689.524
2.6140,-74709,-2689.524
2.6160,-74709,-2689.524
2.6180,-74710,-2689.560
2.6200,-74711,-2689.596
2.6220,-74712,-2689.632
2.6240,-74713,-2689.668
2.6260,-74714,-2689.704
2.6280,-74716,-2689.776
2.6300,-74718,-2689.848
2.6320,-74720,-2689.920
2.6340,-74722,-2689.992
2.6360,-74725,-2690.100
2.6380,-74727,-2690.172
2.6400,-74730,-2690.280
2.6420,-74733,-2690.388
2.6440,-74737,-2690.532
2.6460,-74740,-2690.640
2.6480,-74744,-2690.784
2.6500,-74748,-2690.928
2.6520,-74752,-2691.072
2.6540,-74757,-2691.252
2.6560,-74761,-2691.396
2.6580,-74766,-2691.576
2.6600,-74771,-2691.756
2.6620,-74776,-2691.936
2.6640,-74782,-2692.152
2.6660,-74787,-2692.332
2.6680,-74793,-2692.548
2.6700,-74799,-2692.764
2.6720,-74805,-2692.980
2.6740,-74812,-2693.232
2.6760,-74818,-2693.448
2.6780,-74825,-2693.700
2.6800,-74832,-2693.952
2.6820,-74839,-2694.204
2.6840,-74846,-2694.456
2.6860,-74854,-2694.744
2.6880,-74861,-2694.996
2.6900,-74869,-2695.284
2.6920,-74877,-2695.572
2.6940,-74885,-2695.860
2.6960,-74894,-2696.184
2.6980,-74902,-2696.472
2.7000,-74911,-2696.796
2.7020,-74920,-2697.120
2.7040,-74929,-2697.444
2.7060,-74938,-2697.768
2.7080,-74947,-2698.092
2.7100,-74956,-2698.416
2.7120,-74966,-2698.776
2.7140,-74975,-2699.100
2.7160,-74985,-2699.460
2.7180,-74995,-2699.820
2.7200,-75005,-2700.180
2.7220,-75015,-2700.540
2.7240,-75025,-2700.900
2.7260,-75036,-2701.296
2.7280,-75046,-2701.656
2.7300,-75056,-2702.016
2.7320,-75067,-2702.412
2.7340,-75078,-2702.808
2.7360,-75088,-2703.168
2.7380,-75099,-2703.564
2.7400,-75110,-2703.960
2.7420,-75121,-2704.356
2.7440,-75132,-2704.752
2.7460,-75143,-2705.148
2.7480,-75154,-2705.544
2.7500,-75165,-2705.940
2.7520,-75176,-2706.336
2.7540,-75187,-2706.732
2.7560,-75198,-2707.128
2.7580,-75209,-2707.524
2.7600,-75220,-2707.920
2.7620,-75231,-2708.316
2.7640,-75242,-2708.712
2.7660,-75253,-2709.108
2.7680,-75264,-2709.504
2.7700,-75275,-2709.900
2.7720,-75286,-2710.296
2.7740,-75297,-2710.692
2.7760,-75308,-2711.088
2.7780,-75318,-2711.448
2.7800,-75329,-2711.844
2.7820,-75340,-2712.240
2.7840,-75350,-2712.600
2.7860,-75361,-2712.996
2.7880,-75371,-2713.356
2.7900,-75381,-2713.716
2.7920,-75391,-2714.076
2.7940,-75401,-2714.436
2.7960,-75411,-2714.796
2.7980,-75421,-2715.156
2.8000,-75431,-2715.516
2.8020,-75440,-2715.840
2.8040,-75450,-2716.200
2.8060,-75459,-2716.524
2.8080,-75468,-2716.848
2.8100,-75477,-2717.172
2.8120,-75486,-2717.496
2.8140,-75495,-2717.820
2.8160,-75504,-2718.144
2.8180,-75512,-2718.432
2.8200,-75520,-2718.720
2.8220,-75528,-2719.008
2.8240,-75536,-2719.296
2.8260,-75544,-2719.584
2.8280,-75551,-2719.836
2.8300,-75559,-2720.124
2.8320,-75566,-2720.376
2.8340,-75573,-2720.628
2.8360,-75580,-2720.880
2.8380,-75586,-2721.096
2.8400,-75593,-2721.348
2.8420,-75599,-2721.564
2.8440,-75605,-2721.780
2.8460,-75610,-2721.960
2.8480,-75616,-2722.176
2.8500,-75621,-2722.356
2.8520,-75627,-2722.572
2.8540,-75631,-2722.716
2.8560,-75636,-2722.896
2.8580,-75641,-2723.076
2.8600,-75645,-2723.220
2.8620,-75649,-2723.364
2.8640,-75653,-2723.508
2.8660,-75657,-2723.652
2.8680,-75660,-2723.760
2.8700,-75663,-2723.868
2.8720,-75666,-2723.976
2.8740,-75669,-2724.084
2.8760,-75672,-2724.192
2.8780,-75674,-2724.264
2.8800,-75676,-2724.336
2.8820,-75678,-2724.408
2.8840,-75680,-2724.480
2.8860,-75681,-2724.516
2.8880,-75682,-2724.552
2.8900,-75683,-2724.588
2.8920,-75684,-2724.624
2.8940,-75685,-2724.660
2.8960,-75685,-2724.660
2.8980,-75685,-2724.660
2.9000,-75685,-2724.660
2.9020,-75685,-2724.660
2.9040,-75684,-2724.624
2.9060,-75683,-2724.588
2.9080,-75682,-2724.552
2.9100,-75681,-2724.516
2.9120,-75680,-2724.480
2.9140,-75678,-2724.408
2.9160,-75676,-2724.336
2.9180,-75674,-2724.264
2.9200,-75672,-2724.192
2.9220,-75669,-2724.084
2.9240,-75667,-2724.012
2.9260,-75664,-2723.904
2.9280,-75661,-2723.796
2.9300,-75657,-2723.652
2.9320,-75654,-2723.544
2.9340,-75650,-2723.400
2.9360,-75646,-2723.256
2.9380,-75642,-2723.112
2.9400,-75638,-2722.968
2.9420,-75633,-2722.788
2.9440,-75628,-2722.608
2.9460,-75623,-2722.428
2.9480,-75618,-2722.248
2.9500,-75613,-2722.068
2.9520,-75608,-2721.888
2.9540,-75602,-2721.672
2.9560,-75596,-2721.456
2.9580,-75590,-2721.240
2.9600,-75584,-2721.024
2.9620,-75577,-2720.772
2.9640,-75571,-2720.556
2.9660,-75564,-2720.304
2.9680,-75557,-2720.052
2.9700,-75551,-2719.836
2.9720,-75543,-2719.548
2.9740,-75536,-2719.296
2.9760,-75529,-2719.044
2.9780,-75521,-2718.756
2.9800,-75513,-2718.468
2.9820,-75506,-2718.216
2.9840,-75498,-2717.928
2.9860,-75490,-2717.640
2.9880,-75481,-2717.316
2.9900,-75473,-2717.028
2.9920,-75465,-2716.740
2.9940,-75456,-2716.416
2.9960,-75448,-2716.128
2.9980,-75439,-2715.804
3.0000,-75430,-2715.480
3.0020,-75421,-2715.156
3.0040,-75412,-2714.832
3.0060,-75403,-2714.508
3.0080,-75394,-2714.184
3.0100,-75385,-2713.860
3.0120,-75376,-2713.536
3.0140,-75366,-2713.176
3.0160,-75357,-2712.852
3.0180,-75348,-2712.528
3.0200,-75338,-2712.168
3.0220,-75329,-2711.844
3.0240,-75320,-2711.520
3.0260,-75310,-2711.160
3.0280,-75301,-2710.836
3.0300,-75291,-2710.476
3.0320,-75282,-2710.152
3.0340,-75273,-2709.828
3.0360,-75263,-2709.468
3.0380,-75254,-2709.144
3.0400,-75244,-2708.784
3.0420,-75235,-2708.460
3.0440,-75226,-2708.136
3.0460,-75217,-2707.812
3.0480,-75208,-2707.488
3.0500,-75198,-2707.128
3.0520,-75189,-2706.804
3.0540,-75180,-2706.480
3.0560,-75172,-2706.192
3.0580,-75163,-2705.868
3.0600,-75154,-2705.544
3.0620,-75145,-2705.220
3.0640,-75137,-2704.932
3.0660,-75128,-2704.608
3.0680,-75120,-2704.320
3.0700,-75112,-2704.032
3.0720,-75104,-2703.744
3.0740,-75096,-2703.456
3.0760,-75088,-2703.168
3.0780,-75080,-2702.880
3.0800,-75072,-2702.592
3.0820,-75065,-2702.340
3.0840,-75058,-2702.088
3.0860,-75050,-2701.800
3.0880,-75043,-2701.548
3.0900,-75037,-2701.332
3.0920,-75030,-2701.080
3.0940,-75023,-2700.828
3.0960,-75017,-2700.612
3.0980,-75011,-2700.396
3.1000,-75005,-2700.180
3.1020,-74999,-2699.964
3.1040,-74993,-2699.748
3.1060,-74988,-2699.568
3.1080,-74982,-2699.352
3.1100,-74977,-2699.172
3.1120,-74972,-2698.992
3.1140,-74967,-2698.812
3.1160,-74963,-2698.668
3.1180,-74958,-2698.488
3.1200,-74954,-2698.344
3.1220,-74950,-2698.200
3.1240,-74946,-2698.056
3.1260,-74943,-2697.948
3.1280,-74939,-2697.804
3.1300,-74936,-2697.696
3.1320,-74933,-2697.588
3.1340,-74930,-2697.480
3.1360,-74928,-2697.408
3.1380,-74925,-2697.300
3.1400,-74923,-2697.228
3.1420,-74921,-2697.156
3.1440,-74920,-2697.120
3.1460,-74918,-2697.048
3.1480,-74917,-2697.012
3.1500,-74916,-2696.976
3.1520,-74915,-2696.940
3.1540,-74914,-2696.904
3.1560,-74914,-2696.904
3.1580,-74914,-2696.904
3.1600,-74913,-2696.868
3.1620,-74914,-2696.904
3.1640,-74914,-2696.904
3.1660,-74915,-2696.940
3.1680,-74916,-2696.976
3.1700,-74917,-2697.012
3.1720,-74918,-2697.048
3.1740,-74919,-2697.084
3.1760,-74921,-2697.156
3.1780,-74923,-2697.228
3.1800,-74925,-2697.300
3.1820,-74928,-2697.408
3.1840,-74930,-2697.480
3.1860,-74933,-2697.588
3.1880,-74936,-2697.696
3.1900,-74939,-2697.804
3.1920,-74942,-2697.912
3.1940,-74946,-2698.056
3.1960,-74950,-2698.200
3.1980,-74954,-2698.344
3.2000,-74958,-2698.488
3.2020,-74962,-2698.632
3.2040,-74967,-2698.812
3.2060,-74972,-2698.992
3.2080,-74977,-2699.172
3.2100,-74982,-2699.352
3.2120,-74987,-2699.532
3.2140,-74993,-2699.748
3.2160,-74999,-2699.964
3.2180,-75004,-2700.144
3.2200,-75010,-2700.360
3.2220,-75017,-2700.612
3.2240,-75023,-2700.828
3.2260,-75030,-2701.080
3.2280,-75037,-2701.332
3.2300,-75043,-2701.548
3.2320,-75051,-2701.836
3.2340,-75058,-2702.088
3.2360,-75065,-2702.340
3.2380,-75073,-2702.628
3.2400,-75080,-2702.880
3.2420,-75088,-2703.168
3.2440,-75096,-2703.456
3.2460,-75104,-2703.744
3.2480,-75112,-2704.032
3.2500,-75121,-2704.356
3.2520,-75129,-2704.644
3.2540,-75138,-2704.968
3.2560,-75146,-2705.256
3.2580,-75155,-2705.580
3.2600,-75164,-2705.904
3.2620,-75173,-2706.228
3.2640,-75182,-2706.552
3.2660,-75191,-2706.876
3.2680,-75201,-2707.236
3.2700,-75210,-2707.560
3.2720,-75219,-2707.884
3.2740,-75229,-2708.244
3.2760,-75238,-2708.568
3.2780,-75248,-2708.928
3.2800,-75257,-2709.252
3.2820,-75267,-2709.612
3.2840,-75277,-2709.972
3.2860,-75286,-2710.296
3.2880,-75296,-2710.656
3.2900,-75306,-2711.016
3.2920,-75316,-2711.376
3.2940,-75325,-2711.700
3.2960,-75335,-2712.060
3.2980,-75345,-2712.420
3.3000,-75355,-2712.780
3.3020,-75364,-2713.104
3.3040,-75374,-2713.464
3.3060,-75384,-2713.824
3.3080,-75393,-2714.148
3.3100,-75403,-2714.508
3.3120,-75412,-2714.832
3.3140,-75422,-2715.192
3.3160,-75431,-2715.516
3.3180,-75441,-2715.876
3.3200,-75450,-2716.200
3.3220,-75459,-2716.524
3.3240,-75468,-2716.848
3.3260,-75477,-2717.172
3.3280,-75486,-2717.496
3.3300,-75495,-2717.820
3.3320,-75504,-2718.144
3.3340,-75513,-2718.468
3.3360,-75521,-2718.756
3.3380,-75530,-2719.080
3.3400,-75538,-2719.368
3.3420,-75546,-2719.656
3.3440,-75554,-2719.944
3.3460,-75562,-2720.232
3.3480,-75570,-2720.520
3.3500,-75577,-2720.772
3.3520,-75585,-2721.060
3.3540,-75592,-2721.312
3.3560,-75600,-2721.600
3.3580,-75607,-2721.852
3.3600,-75613,-2722.068
3.3620,-75620,-2722.320
3.3640,-75627,-2722.572
3.3660,-75633,-2722.788
3.3680,-75639,-2723.004
3.3700,-75645,-2723.220
3.3720,-75651,-2723.436
3.3740,-75657,-2723.652
3.3760,-75663,-2723.868
3.3780,-75668,-2724.048
3.3800,-75673,-2724.228
3.3820,-75678,-2724.408
3.3840,-75683,-2724.588
3.3860,-75687,-2724.732
3.3880,-75692,-2724.912
3.3900,-75696,-2725.056
3.3920,-75700,-2725.200
3.3940,-75704,-2725.344
3.3960,-75707,-2725.452
3.3980,-75711,-2725.596
3.4000,-75714,-2725.704
3.4020,-75717,-2725.812
3.4040,-75720,-2725.920
3.4060,-75722,-2725.992
3.4080,-75725,-2726.100
3.4100,-75727,-2726.172
3.4120,-75729,-2726.244
3.4140,-75731,-2726.316
3.4160,-75732,-2726.352
3.4180,-75733,-2726.388
3.4200,-75734,-2726.424
3.4220,-75735,-2726.460
3.4240,-75736,-2726.496
3.4260,-75736,-2726.496
3.4280,-75737,-2726.532
3.4300,-75737,-2726.532
3.4320,-75737,-2726.532
3.4340,-75736,-2726.496
3.4360,-75735,-2726.460
3.4380,-75735,-2726.460
3.4400,-75733,-2726.388
3.4420,-75732,-2726.352
3.4440,-75731,-2726.316
3.4460,-75729,-2726.244
3.4480,-75727,-2726.172
3.4500,-75725,-2726.100
3.4520,-75722,-2725.992
3.4540,-75720,-2725.920
3.4560,-75717,-2725.812
3.4580,-75714,-2725.704
3.4600,-75710,-2725.560
3.4620,-75707,-2725.452
3.4640,-75703,-2725.308
3.4660,-75699,-2725.164
3.4680,-75695,-2725.020
3.4700,-75691,-2724.876
3.4720,-75686,-2724.696
3.4740,-75682,-2724.552
3.4760,-75677,-2724.372
3.4780,-75671,-2724.156
3.4800,-75666,-2723.976
3.4820,-75660,-2723.760
3.4840,-75655,-2723.580
3.4860,-75649,-2723.364
3.4880,-75643,-2723.148
3.4900,-75636,-2722.896
3.4920,-75630,-2722.680
3.4940,-75623,-2722.428
3.4960,-75616,-2722.176
3.4980,-75609,-2721.924
3.5000,-75601,-2721.636
3.5020,-75594,-2721.384
3.5040,-75586,-2721.096
3.5060,-75578,-2720.808
3.5080,-75570,-2720.520
3.5100,-75562,-2720.232
3.5120,-75554,-2719.944
3.5140,-75545,-2719.620
3.5160,-75536,-2719.296
3.5180,-75527,-2718.972
3.5200,-75518,-2718.648
3.5220,-75509,-2718.324
3.5240,-75500,-2718.000
3.5260,-75491,-2717.676
3.5280,-75481,-2717.316
3.5300,-75471,-2716.956
3.5320,-75461,-2716.596
3.5340,-75452,-2716.272
3.5360,-75441,-2715.876
3.5380,-75431,-2715.516
3.5400,-75421,-2715.156
3.5420,-75411,-2714.796
3.5440,-75400,-2714.400
3.5460,-75390,-2714.040
3.5480,-75379,-2713.644
3.5500,-75368,-2713.248
3.5520,-75358,-2712.888
3.5540,-75347,-2712.492
3.5560,-75336,-2712.096
3.5580,-75325,-2711.700
3.5600,-75314,-2711.304
3.5620,-75303,-2710.908
3.5640,-75292,-2710.512
3.5660,-75281,-2710.116
3.5680,-75269,-2709.684
3.5700,-75258,-2709.288
3.5720,-75247,-2708.892
3.5740,-75236,-2708.496
3.5760,-75225,-2708.100
3.5780,-75214,-2707.704
3.5800,-75203,-2707.308
3.5820,-75192,-2706.912
3.5840,-75180,-2706.480
3.5860,-75169,-2706.084
3.5880,-75158,-2705.688
3.5900,-75147,-2705.292
3.5920,-75137,-2704.932
3.5940,-75126,-2704.536
3.5960,-75115,-2704.140
3.5980,-75104,-2703.744
3.6000,-75094,-2703.384
3.6020,-75083,-2702.988
3.6040,-75073,-2702.628
3.6060,-75063,-2702.268
3.6080,-75052,-2701.872
3.6100,-75042,-2701.512
3.6120,-75032,-2701.152
3.6140,-75022,-2700.792
3.6160,-75013,-2700.468
3.6180,-75003,-2700.108
3.6200,-74993,-2699.748
3.6220,-74984,-2699.424
3.6240,-74975,-2699.100
3.6260,-74966,-2698.776
3.6280,-74957,-2698.452
3.6300,-74948,-2698.128
3.6320,-74940,-2697.840
3.6340,-74931,-2697.516
3.6360,-74923,-2697.228
3.6380,-74915,-2696.940
3.6400,-74907,-2696.652
3.6420,-74899,-2696.364
3.6440,-74891,-2696.076
3.6460,-74884,-2695.824
3.6480,-74877,-2695.572
3.6500,-74870,-2695.320
3.6520,-74863,-2695.068
3.6540,-74856,-2694.816
3.6560,-74850,-2694.600
3.6580,-74843,-2694.348
3.6600,-74837,-2694.132
3.6620,-74831,-2693.916
3.6640,-74826,-2693.736
3.6660,-74820,-2693.520
3.6680,-74815,-2693.340
3.6700,-74810,-2693.160
3.6720,-74805,-2692.980
3.6740,-74800,-2692.800
3.6760,-74796,-2692.656
3.6780,-74792,-2692.512
3.6800,-74788,-2692.368
3.6820,-74784,-2692.224
3.6840,-74780,-2692.080
3.6860,-74777,-2691.972
3.6880,-74774,-2691.864
3.6900,-74771,-2691.756
3.6920,-74768,-2691.648
3.6940,-74766,-2691.576
3.6960,-74763,-2691.468
3.6980,-74761,-2691.396
3.7000,-74759,-2691.324
3.7020,-74758,-2691.288
